3dx,3dy,3dz
-7.7696736949795e-06,9.1765165688706e-06,4.0044071192846e-06
-8.1366348980705e-06,9.3724270820161e-06,4.0884856563062e-06
-8.5129981158838e-06,9.5583194249238e-06,4.1671918043912e-06
-8.8963718591906e-06,9.7338847480366e-06,4.240420860939e-06
-9.284305499957e-06,9.8993787670254e-06,4.3083779247e-06
-9.6744632418488e-06,1.005562978669e-05,4.3715795015123e-06
-1.0064785995523e-05,1.0204007649853e-05,4.4308339474455e-06
-1.0453636879015e-05,1.034636802924e-05,4.4872087115629e-06
-1.0839940040919e-05,1.0484978880565e-05,4.5419879622886e-06
-1.122332432546e-05,1.0622419510876e-05,4.596615219973e-06
-1.160426592195e-05,1.0761428345501e-05,4.6526080196337e-06
-1.1984193164283e-05,1.0904677881032e-05,4.7114334207929e-06
-1.2365491314892e-05,1.1054483529064e-05,4.7743489870258e-06
-1.2751352054252e-05,1.1212498651665e-05,4.8422386546131e-06
-1.3145463390263e-05,1.1379481707319e-05,4.9154904792313e-06
-1.3551607253248e-05,1.155521170175e-05,4.9939568214918e-06
-1.3973276306478e-05,1.1738572747166e-05,5.0770065839131e-06
-1.4413407319003e-05,1.1927761976616e-05,5.1636429796789e-06
-1.4874269519738e-05,1.2120538724694e-05,5.2526413931303e-06
-1.5357484262513e-05,1.2314440412331e-05,5.3426669834183e-06
-1.5864118494302e-05,1.2506924789463e-05,5.432350905471e-06
-1.6394792695551e-05,1.2695433780935e-05,5.5203234870516e-06
-1.6949760250684e-05,1.2877397124467e-05,5.6052149823987e-06
-1.7528934644684e-05,1.3050203296172e-05,5.6856392852828e-06
-1.8131856741488e-05,1.3211167006949e-05,5.760176708336e-06
-1.8757606687791e-05,1.3357521660484e-05,5.8273712456453e-06
-1.9404677019441e-05,1.3486463580958e-05,5.885756671889e-06
-2.0070838093078e-05,1.3595270250355e-05,5.9339230998046e-06
-2.0753042967225e-05,1.3681502830487e-05,5.9706288326883e-06
-2.1447429422117e-05,1.3743280154299e-05,5.9949495844341e-06
-2.2149470277788e-05,1.3779579263962e-05,6.0064397385817e-06
-2.2854290081531e-05,1.3790488663623e-05,6.0052650955322e-06
-2.3557110909178e-05,1.3777334282483e-05,5.9922640961441e-06
-2.4253736857993e-05,1.3742628137359e-05,5.9689117380135e-06
-2.4940968543441e-05,1.3689847296383e-05,5.9371921186102e-06
-2.5616870583667e-05,1.3623105015348e-05,5.8994146185098e-06
-2.6280877757023e-05,1.3546795141373e-05,5.8580181993562e-06
-2.6933779269211e-05,1.3465267805768e-05,5.8153948273298e-06
-2.7577635328346e-05,1.338255047173e-05,5.7737388316215e-06
-2.8215655067831e-05,1.330209568623e-05,5.7349115602789e-06
-2.8852024964277e-05,1.3226535463484e-05,5.7003105738973e-06
-2.94916539747e-05,1.3157450341861e-05,5.6707482777585e-06
-3.0139815866081e-05,1.3095196812474e-05,5.6463640816518e-06
-3.0801715213968e-05,1.3038851727432e-05,5.6266015268369e-06
-3.1482052330167e-05,1.298631006319e-05,5.6102689098281e-06
-3.2184679794711e-05,1.2934522404917e-05,5.595674424097e-06
-3.2912415805719e-05,1.2879810240674e-05,5.5808010291647e-06
-3.3667024180728e-05,1.2818177749785e-05,5.5634766234491e-06
-3.4449319085361e-05,1.2745553965243e-05,5.5415042423679e-06
-3.5259326497949e-05,1.2657934199023e-05,5.5127365010121e-06
-3.6096435877209e-05,1.2551424674379e-05,5.4750975520546e-06
-3.6959493026623e-05,1.2422217989805e-05,5.4265684198418e-06
-3.7846806471564e-05,1.2266538802708e-05,5.3651575988023e-06
-3.8756059068779e-05,1.2080604142595e-05,5.2888811944984e-06
-3.9684135461515e-05,1.1860645792949e-05,5.1957781639356e-06
-4.0626900232321e-05,1.1603043194253e-05,5.0839863257601e-06
-4.1578995099378e-05,1.1304607719476e-05,4.9519000385745e-06
-4.2533762679486e-05,1.0963030553812e-05,4.7984142168556e-06
-4.3483428118218e-05,1.0577445608062e-05,4.6232259219292e-06
-4.4419642129534e-05,1.0148972571566e-05,4.4271184755917e-06
-4.5334379101813e-05,9.6810345379117e-06,4.212116752389e-06
-4.6221012891201e-05,9.1792570409144e-06,3.981412201981e-06
-4.7075256882634e-05,8.6508895482673e-06,3.7390314596708e-06
-4.7895668770503e-05,8.1038924939492e-06,3.4893317049645e-06
-4.8683603105615e-05,7.5459717817639e-06,3.2364778301264e-06
-4.9442727428239e-05,6.9838234343367e-06,2.9840417081206e-06
-5.0178348279362e-05,6.4227043509169e-06,2.7347818783996e-06
-5.0896768427289e-05,5.8662868905879e-06,2.4905766310424e-06
-5.1604779535697e-05,5.3166762998824e-06,2.2524429831305e-06
-5.230928129174e-05,4.7744819484663e-06,2.0205826312125e-06
-5.3016964373764e-05,4.2388932035564e-06,1.7944293920213e-06
-5.3734003138017e-05,3.7077687683462e-06,1.5727038990554e-06
-5.4465747298893e-05,3.1777755746809e-06,1.3534952468253e-06
-5.5216445811579e-05,2.6446039868011e-06,1.134383371626e-06
-5.5989055343708e-05,2.1032534380794e-06,9.1259791762388e-07
-5.6785172173335e-05,1.5483485809042e-06,6.8519118423538e-07
-5.7605090477142e-05,9.744295136338e-07,4.4919452851788e-07
-5.8447951735152e-05,3.7616712145194e-07,2.0173242287758e-07
-5.9311926114081e-05,-2.5152053062527e-07,-5.9917664885223e-08
-6.019436276572e-05,-9.1344491048861e-07,-3.3831512347149e-07
-6.109185756048e-05,-1.6141856158391e-06,-6.3587782861418e-07
-6.2000206486112e-05,-2.3581415315999e-06,-9.5490821727662e-07
-6.2914237127898e-05,-3.1495321738406e-06,-1.2975899316148e-06
-6.3827542245876e-05,-3.9922767268719e-06,-1.6659164019939e-06
-6.4732186129957e-05,-4.8896752153915e-06,-2.0615121431589e-06
-6.561852060738e-05,-5.8438356802526e-06,-2.4853195463859e-06
-6.6475319128401e-05,-6.8548594990281e-06,-2.9371624396535e-06
-6.7290462379771e-05,-7.9199341721514e-06,-3.4152723482062e-06
-6.8052300911614e-05,-9.0326615885816e-06,-3.9159573649306e-06
-6.8751524039373e-05,-1.0183051955437e-05,-4.433641977164e-06
-6.9382982051724e-05,-1.1358473854695e-05,-4.9614219697069e-06
-6.9946730356152e-05,-1.2545430588928e-05,-5.4920475462961e-06
-7.0447837217574e-05,-1.3731576006593e-05,-6.0190073546962e-06
-7.0895096981077e-05,-1.4907257477437e-05,-6.5373321196383e-06
-7.1299269387287e-05,-1.6066184633678e-05,-7.0439154541968e-06
-7.1671504790358e-05,-1.7205293421085e-05,-7.5374045546694e-06
-7.2022307317218e-05,-1.8324163843286e-05,-8.0178623086402e-06
-7.2361038319466e-05,-1.942435736968e-05,-8.4863983634831e-06
-7.2695771137457e-05,-2.0508886822812e-05,-8.9448796129488e-06
-7.3033286937675e-05,-2.1581868355325e-05,-9.3957419853852e-06
-7.3379071543702e-05,-2.2648305694206e-05,-9.8418733882055e-06
-7.3737261460686e-05,-2.3713926041502e-05,-1.0286523134506e-05
-7.4110554223305e-05,-2.4785002574967e-05,-1.0733203173408e-05
-7.4500131092253e-05,-2.5868135747231e-05,-1.1185567336924e-05
-7.490563900707e-05,-2.6970004310733e-05,-1.1647275695859e-05
-7.5325253390796e-05,-2.8097122621973e-05,-1.2121864312042e-05
-7.575580834894e-05,-2.9255645759396e-05,-1.2612642487808e-05
-7.6192951057971e-05,-3.045124929324e-05,-1.3122630913909e-05
-7.6631262707461e-05,-3.1689083366815e-05,-1.3654539071928e-05
-7.7064292041379e-05,-3.2973769963363e-05,-1.4210763692624e-05
-7.7484467534278e-05,-3.430938390514e-05,-1.4793375304745e-05
-7.7882889451819e-05,-3.5699335124595e-05,-1.5404048403111e-05
-7.8249057035268e-05,-3.7146055624659e-05,-1.6043884605799e-05
-7.8570665076078e-05,-3.8650401455231e-05,-1.6713084072029e-05
-7.883370436873e-05,-4.0210735606006e-05,-1.7410453228728e-05
-7.9023181626281e-05,-4.1821800115138e-05,-1.8132815996552e-05
-7.9124733623037e-05,-4.3473726012655e-05,-1.8874524339241e-05
-7.912711133673e-05,-4.5151774713981e-05,-1.9627387951804e-05
-7.9024937758188e-05,-4.6837410431544e-05,-2.0381330213093e-05
-7.8820613649666e-05,-4.8510827140302e-05,-2.11258057492e-05
-7.8524319408302e-05,-5.0154221886922e-05,-2.1851567913289e-05
-7.8151948219307e-05,-5.175454540518e-05,-2.2552096358819e-05
-7.7721901541095e-05,-5.3304728154568e-05,-2.3224169758362e-05
-7.7252095183555e-05,-5.480327042473e-05,-2.3867561206536e-05
-7.6758063304927e-05,-5.6252843824489e-05,-2.448423060436e-05
-7.6252274410937e-05,-5.7658714647246e-05,-2.5077454777866e-05
-7.5744272156952e-05,-5.9027510097787e-05,-2.5651165709017e-05
-7.5241158462414e-05,-6.0366476692053e-05,-2.6209563898649e-05
-7.4748074166131e-05,-6.1683144127245e-05,-2.6756950326778e-05
-7.426851385034e-05,-6.2985226920609e-05,-2.729768184645e-05
-7.3804447284775e-05,-6.4280608128797e-05,-2.7836165184758e-05
-7.3356296727223e-05,-6.5577297996722e-05,-2.8376833112742e-05
-7.2922849944868e-05,-6.6883315415156e-05,-2.8924076968695e-05
-7.2501186647811e-05,-6.8206488707645e-05,-2.9482135943892e-05
-7.2086670818261e-05,-6.9554207371425e-05,-3.0054961785098e-05
-7.1673022906227e-05,-7.0933171766652e-05,-3.064608475184e-05
-7.1252446708359e-05,-7.2349180795683e-05,-3.1258501749232e-05
-7.0815759285803e-05,-7.3806970871115e-05,-3.1894592297521e-05
-7.0352468743096e-05,-7.5310080913438e-05,-3.2556047030508e-05
-6.9850769175983e-05,-7.6860678757784e-05,-3.324377283892e-05
-6.9297475786767e-05,-7.8459255563712e-05,-3.3957724825839e-05
-6.8678005418765e-05,-8.0104090726563e-05,-3.4696615530239e-05
-6.79766118582e-05,-8.1790432709061e-05,-3.5457478321899e-05
-6.7177180959499e-05,-8.350946370983e-05,-3.6235131164353e-05
-6.6264896636414e-05,-8.5247341027883e-05,-3.7021708976903e-05
-6.5228868713518e-05,-8.6984887433306e-05,-3.780657738589e-05
-6.4065271674352e-05,-8.8698638836426e-05,-3.8576997522799e-05
-6.2779850152794e-05,-9.0363639224988e-05,-3.931971759924e-05
-6.1388372403326e-05,-9.1957492902361e-05,-4.0023181794524e-05
-5.9914324726518e-05,-9.3464234024343e-05,-4.0679554466405e-05
-5.8384593318639e-05,-9.4876426955048e-05,-4.1285723523576e-05
-5.6824939198452e-05,-9.6194858317578e-05,-4.1842992955482e-05
-5.5256883797261e-05,-9.7426451193261e-05,-4.235585637985e-05
-5.3696544975668e-05,-9.8581639628503e-05,-4.2830539102756e-05
-5.2154979378161e-05,-9.9672195936651e-05,-4.3273832405183e-05
-5.0639233380334e-05,-0.00010070990292066,-4.3692407530105e-05
-4.9153453520301e-05,-0.00010170599520676,-4.4092547996449e-05
-4.7699713156657e-05,-0.00010267109994266,-4.448014338404e-05
-4.6278459490789e-05,-0.0001036154029696,-4.486079321786e-05
-4.4888625175599e-05,-0.00010454883638145,-4.5239911787232e-05
-4.3527509995145e-05,-0.0001054811612673,-4.5622768848175e-05
-4.2190556293176e-05,-0.0001064218854116,-4.6014437483061e-05
-4.0871136200327e-05,-0.00010738000987276,-4.6419649567364e-05
-3.9560444371478e-05,-0.00010836364198313,-4.6842582180906e-05
-3.8247548535209e-05,-0.00010937954092377,-4.728661250844e-05
-3.6919599140539e-05,-0.00011043266750926,-4.775408013169e-05
-3.556215499545e-05,-0.00011152578747831,-4.8246082088976e-05
-3.4159564097469e-05,-0.00011265913298708,-4.8762301319644e-05
-3.2695362726876e-05,-0.00011383007753241,-4.9300843034367e-05
-3.1152723782846e-05,-0.00011503275031033,-4.9858039851441e-05
-2.9515081605869e-05,-0.00011625753530425,-5.0428200069175e-05
-2.7767149257119e-05,-0.00011749049248178,-5.1003326219684e-05
-2.5896558825012e-05,-0.00011871291294202,-5.15729261477e-05
-2.3896200555096e-05,-0.00011990143893875,-5.2124152757627e-05
-2.176693750755e-05,-0.00012102931141464,-5.264256726667e-05
-1.9519808724611e-05,-0.00012206912703558,-5.3113704784169e-05
-1.7176474493175e-05,-0.00012299684059516,-5.3525259060896e-05
-1.4767019843598e-05,-0.00012379586524006,-5.3869235660933e-05
-1.2325420370662e-05,-0.00012445968068436,-5.4143220964059e-05
-9.8842509277386e-06,-0.00012499191561594,-5.435025694378e-05
-7.4705499382155e-06,-0.00012540412983875,-5.4497505432016e-05
-5.103916717708e-06,-0.00012571251877755,-5.4594399625928e-05
-2.7967018073616e-06,-0.00012593486726759,-5.4650998051471e-05
-5.5541575749718e-07,-0.0001260885060709,-5.4676921539355e-05
1.6175654705686e-06,-0.00012618936566366,-5.4680894843825e-05
3.7225917657313e-06,-0.00012625184065175,-5.4670718351323e-05
5.7618622203437e-06,-0.00012628908788855,-5.4653457885263e-05
7.7390817726508e-06,-0.00012631344435802,-5.4635682336483e-05
9.659540142315e-06,-0.00012633674964186,-5.4623636042353e-05
1.1530459237852e-05,-0.00012637044161374,-5.4623279694863e-05
1.3361439273551e-05,-0.0001264253589219,-5.4640169282658e-05
1.5164829052838e-05,-0.00012651124274215,-5.4679174666958e-05
1.6955857946921e-05,-0.00012663599241516,-5.4744072664103e-05
1.8752409402301e-05,-0.0001268047900194,-5.48370808706e-05
2.0574392575301e-05,-0.00012701924846183,-5.4958417378102e-05
2.2442762279695e-05,-0.00012727673400921,-5.5105966490269e-05
2.4378309639861e-05,-0.00012756996062802,-5.5275099180109e-05
2.640035793644e-05,-0.00012788687252359,-5.5458652747718e-05
2.8525439317417e-05,-0.00012821076985459,-5.564704274174e-05
3.0765932912846e-05,-0.00012852063814656,-5.5828486257153e-05
3.3128585860021e-05,-0.00012879173155383,-5.5989366082934e-05
3.5612898448556e-05,-0.00012899659728885,-5.6114837482829e-05
3.8209575780268e-05,-0.00012910681581019,-5.6189819427177e-05
4.0899574461406e-05,-0.00012909563323141,-5.6200448508459e-05
4.3654496503676e-05,-0.00012894129113794,-5.6135865803469e-05
4.6438910724866e-05,-0.00012863031604063,-5.5989918995469e-05
4.9214486301796e-05,-0.00012815967037827,-5.5762189917805e-05
5.1944913710633e-05,-0.00012753688200445,-5.5457903551354e-05
5.4600106107472e-05,-0.00012677807233269,-5.508672447864e-05
5.7158521311718e-05,-0.00012590469022605,-5.4660914957677e-05
5.9607359849334e-05,-0.00012494013938191,-5.4193504703981e-05
6.1941225766859e-05,-0.0001239072223872,-5.3696952297649e-05
6.4160156437176e-05,-0.00012282674781672,-5.3182455869161e-05
6.6267776344553e-05,-0.00012171715988218,-5.2659812449118e-05
6.8269990671443e-05,-0.00012059482419735,-5.2137614353409e-05
7.0174336013085e-05,-0.00011947458915085,-5.1623573133847e-05
7.1989926047955e-05,-0.00011837032183887,-5.1124810519193e-05
7.3727843922011e-05,-0.00011729520568188,-5.0648006318155e-05
7.5401788231955e-05,-0.00011626165562456,-5.019933197678e-05
7.702873911053e-05,-0.00011528076681344,-4.9784132284458e-05
7.8629369779204e-05,-0.00011436128990083,-4.9406360795756e-05
8.0227913908493e-05,-0.0001135082396479,-4.9067836225769e-05
8.1851256180432e-05,-0.00011272138424101,-4.8767460955473e-05
8.3527176032994e-05,-0.0001119939812429,-4.8500601097123e-05
8.5281921039404e-05,-0.00011131214720739,-4.8258830568387e-05
8.7137520964453e-05,-0.00011065512138964,-4.8030165459317e-05
8.9109349609817e-05,-0.00010999644141996,-4.7799781043384e-05
9.1204335916695e-05,-0.00010930580862423,-4.7551077965086e-05
9.3419984646737e-05,-0.0001085513123571,-4.7266913917376e-05
9.5744149437249e-05,-0.00010770174658148,-4.6930858843525e-05
9.8155441405345e-05,-0.00010672890456476,-4.6528415889646e-05
0.0001006242632442,-0.00010560983326124,-4.6048198295345e-05
0.0001031146048317,-0.00010432896537627,-4.5483013430825e-05
0.00010558673992977,-0.00010287984754176,-4.483069794603e-05
0.00010800072070372,-0.00010126600334293,-4.409445991177e-05
0.00011032016226076,-9.9500508741079e-05,-4.3282518686238e-05
0.00011251550585101,-9.7604192098921e-05,-4.2407023568558e-05
0.00011456600149984,-9.5602852129062e-05,-4.1482489005817e-05
0.0001164600785527,-9.3524225798669e-05,-4.0524151265486e-05
0.0001181943279347,-9.1395438728492e-05,-3.9546632463805e-05
0.00011977169708366,-8.924137703481e-05,-3.8563126956215e-05
0.00012119956388545,-8.7084039859575e-05,-3.7585118780825e-05
0.00012248818568061,-8.4942653346465e-05,-3.6622495117489e-05
0.00012364977360546,-8.2834210883287e-05,-3.5683866989655e-05
0.00012469823746331,-8.0774108761172e-05,-3.4776917957946e-05
0.00012564951438365,-7.8776599516606e-05,-3.3908634797963e-05
0.00012652230981236,-7.6854839537788e-05,-3.3085306439973e-05
0.00012733900010675,-7.5020355321698e-05,-3.2312206144469e-05
0.00012812634591131,-7.3281821908466e-05,-3.1592912693224e-05
0.00012891556069661,-7.1643183237047e-05,-3.0928303296707e-05
0.00012974124244702,-7.0101380713283e-05,-3.0315378913348e-05
0.00013063882727915,-6.8644261216888e-05,-2.9746240367279e-05
0.00013164064784688,-6.7249468360453e-05,-2.9207642448736e-05
0.0001327712993402,-6.5885064129301e-05,-2.8681499858518e-05
0.00013404352284951,-6.4512152435192e-05,-2.8146445462451e-05
0.00013545582686642,-6.3089034404773e-05,-2.758014385601e-05
0.00013699246802601,-6.1575837910777e-05,-2.6961771068701e-05
0.00013862553713906,-5.9938501492218e-05,-2.6274070290266e-05
0.00014031828276906,-5.8151446923116e-05,-2.5504659321163e-05
0.00014202874149871,-5.6198884424208e-05,-2.4646594139477e-05
0.0001437130971671,-5.4075082178362e-05,-2.369838737265e-05
0.00014532861037608,-5.1783973473274e-05,-2.2663687300806e-05
0.00014683617816547,-4.9338298493073e-05,-2.1550720733066e-05
0.00014820255244552,-4.6758296448846e-05,-2.0371507457706e-05
0.00014940208795627,-4.4069922944256e-05,-1.9140838203813e-05
0.00015041778086655,-4.1302681248467e-05,-1.7875073041795e-05
0.00015124140918737,-3.8487327772674e-05,-1.6590906922187e-05
0.0001518727837847,-3.5653812764491e-05,-1.5304295225005e-05
0.00015231835313428,-3.2829775002741e-05,-1.4029700493745e-05
0.00015258955400757,-3.0039747317412e-05,-1.2779729099521e-05
0.00015270130994488,-2.7305032870295e-05,-1.1565120857371e-05
0.00015267097771904,-2.4644059697598e-05,-1.0394977003447e-05
0.00015251789555867,-2.2072943985707e-05,-9.2770764189565e-06
0.00015226354819545,-1.9605975669634e-05,-8.2181264012826e-06
0.00015193224610349,-1.725575121192e-05,-7.2238050257689e-06
0.00015155209876341,-1.503269947889e-05,-6.2984682296374e-06
0.00015115591274688,-1.2943792167763e-05,-5.4444252812758e-06
0.00015078145753752,-1.0990354064933e-05,-4.6607602293136e-06
0.00015047037879448,-9.1651662348369e-06,-3.9418320476603e-06
0.00015026507276979,-7.4495211148662e-06,-3.2758335002936e-06
0.00015020330778356,-5.8114159526834e-06,-2.6440508415493e-06
0.00015031138696405,-4.2062890283079e-06,-2.0215410886926e-06
0.00015059782589366,-2.5811485707683e-06,-1.3795988291765e-06
0.00015105000587795,-8.8155542676827e-07,-6.8962296073671e-07
0.00015163534971736,9.4056995925129e-07,7.2764004710457e-08
0.00015230659578069,2.9208254808122e-06,9.2466587703344e-07
0.00015300905595744,5.0794571990753e-06,1.874680761238e-06
0.00015368742829361,7.4216992594911e-06,2.9233641135051e-06
0.00015429068008385,9.9401384276998e-06,4.0646927176313e-06
0.00015477477759684,1.2617728232245e-05,5.2877865681089e-06
0.00015510383443976,1.5430550907136e-05,6.5784312359152e-06
0.0001552504157766,1.8350027054193e-05,7.9202712205406e-06
0.0001551955091442,2.1344667435086e-05,9.2957457881182e-06
0.00015492835290745,2.4381581202881e-05,1.0686889328315e-05
0.00015444608845419,2.7427883305786e-05,1.2076070633249e-05
0.00015375313520768,3.0452002763748e-05,1.3446667419592e-05
0.00015286025216343,3.3424782806435e-05,1.4783616171854e-05
0.00015178337393706,3.6320237092213e-05,1.6073768478841e-05
0.00015054241577867,3.9115884219787e-05,1.7306020661301e-05
0.00014916028187423,4.1792689358555e-05,1.8471242207996e-05
0.00014766227679819,4.4334751674535e-05,1.956208577325e-05
0.00014607603178324,4.6728959626097e-05,2.0572802255203e-05
0.00014443193881014,4.8964886280034e-05,2.1499206046882e-05
0.00014276394192941,5.1035217547013e-05,2.2338940299294e-05
0.00014111035178338,5.2936989593633e-05,2.3092174934514e-05
0.00013951411203239,5.467381412827e-05,2.3762807339844e-05
0.00013802169319177,5.6259004929338e-05,2.4360082459263e-05
0.00013667968370845,5.7718996583911e-05,2.4900265045924e-05
0.00013552851294946,5.909570966367e-05,2.540761955544e-05
0.00013459389577875,6.0445943312448e-05,2.5913698878277e-05
0.00013387836927375,6.1836202991938e-05,2.6454198041648e-05
0.0001333565918108,6.333313575646e-05,2.7063630633095e-05
0.00013297734446027,6.4992303217215e-05,2.7769419581714e-05
0.0001326721433032,6.6849449958828e-05,2.8587619907539e-05
0.00013236705122688,6.8917266849322e-05,2.9521722101911e-05
0.0001319932298256,7.1187722359367e-05,3.0564373690145e-05
0.00013149342711283,7.3637651609837e-05,3.1700657757427e-05
0.00013082415884502,7.6234833455091e-05,3.2911437637839e-05
0.00012995498595125,7.8942791045367e-05,3.4175888497412e-05
0.00012886658021971,8.1723830796854e-05,3.547303333018e-05
0.00012754876196275,8.454065141339e-05,3.6782514235889e-05
0.0001259990332767,8.7357119665565e-05,3.8084941514194e-05
0.00012422164835568,9.0138731026812e-05,3.9362099179541e-05
0.00012222702133269,9.2853063526577e-05,4.0597162436429e-05
0.0001200312237627,9.5470321521685e-05,4.1774967318442e-05
0.00011765539771547,9.7963915089982e-05,4.2882295377245e-05
0.00011512503985245,0.00010031095534024,4.390810728061e-05
0.00011246923767849,0.0001024925649229,4.4843675179707e-05
0.00010972001575771,0.00010449398523749,4.568261122706e-05
0.00010691195296597,0.0001063045727332,4.6420849156126e-05
0.0001040821594398,0.0001079178820137,4.7056688845193e-05
0.00010127056247711,0.0001093321071427,4.7591046764439e-05
9.8520250789491e-05,0.00011055117189818,4.802805625953e-05
9.5877370821507e-05,0.00011158668748579,4.8376111004722e-05
9.3389790648324e-05,0.00011246076192006,4.8649306490289e-05
9.1103575905804e-05,0.00011320915783597,4.8868965390192e-05
8.9056553447042e-05,0.00011388354088748,4.9064539434096e-05
8.7269267281642e-05,0.00011455081339351,4.9272828390984e-05
8.5735544655963e-05,0.00011528752113199,4.9534542895302e-05
8.4416791114705e-05,0.00011616891758992,4.9888181842067e-05
8.3244105573255e-05,0.00011725533398077,5.036283439816e-05
8.2129109554407e-05,0.00011858101723994,5.0972712619529e-05
8.0979679206283e-05,0.00012015001912757,5.171568955506e-05
