time,body1x1,body1x2,body1x3,body1v1,body1v2,body1v3,body2x1,body2x2,body2x3,body2v1,body2v2,body2v3,body3x1,body3x2,body3x3,body3v1,body3v2,body3v3,body4x1,body4x2,body4x3,body4v1,body4v2,body4v3,body5x1,body5x2,body5x3,body5v1,body5v2,body5v3,body6x1,body6x2,body6x3,body6v1,body6v2,body6v3,body7x1,body7x2,body7x3,body7v1,body7v2,body7v3,body8x1,body8x2,body8x3,body8v1,body8v2,body8v3,body9x1,body9x2,body9x3,body9v1,body9v2,body9v3,body10x1,body10x2,body10x3,body10v1,body10v2,body10v3,body11x1,body11x2,body11x3,body11v1,body11v2,body11v3,body12x1,body12x2,body12x3,body12v1,body12v2,body12v3,body13x1,body13x2,body13x3,body13v1,body13v2,body13v3
2451545,-0.13723006082208,-0.40324074455134,-0.20141225082212,0.02137177414061,-0.0049330579272847,-0.0048504658610225,-0.72543875152346,-0.048921270399804,0.023717689928343,0.00080349598584487,-0.018498595670841,-0.0083727681782354,-0.18427155500339,0.88478149910723,0.3838199501403,-0.017202246607563,-0.002904925913647,-0.0012594279020399,1.3835794665469,-0.0012458049136984,-0.037883115552126,0.00067687797190541,0.013807279333238,0.0063148675769915,3.9940406721885,2.7339318349731,1.0745891316881,-0.0045629351249464,0.0058747039711596,0.0026292699854469,6.399272401978,6.1720107734681,2.2738478333022,-0.004286973417088,0.0035215863786402,0.0016388986695894,14.424720184231,-12.508914106474,-5.6826124583006,0.0026834839791882,0.0024552459318672,0.001037376688533,16.804909573444,-22.982747693888,-9.8253501877447,0.0025846524662338,0.0016616670785583,0.00061578247114325,-9.882490165922,-27.981516546831,-5.7546134904214,0.0030341292593251,-0.001134352028451,-0.0012681626835988,-0.18622083665708,0.88299860719706,0.38331123644228,-0.01683057613143,-0.0032896237419244,-0.0014334580587708,-0.0071364551999907,-0.0026470233282205,-0.00092294847095862,5.3784592957186e-06,-6.7581859996491e-06,-3.0328494876566e-06,-0.0071364551999907,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.18429523991439,0.88475983592884,0.38381376897164,-0.017197730594122,-0.0029096002170279,-0.0012615424701248
2451546,-0.1156791833001,-0.40758797493816,-0.20596836559315,0.021719439580317,-0.0037595664667501,-0.0042596894751027,-0.72435093356434,-0.067399099671419,0.015336270612256,0.0013719548407486,-0.018454628152911,-0.0083889633933565,-0.20144584662567,0.88173810489131,0.38250056216885,-0.017145404226091,-0.0031817343665869,-0.0013792941252039,1.3841799497796,0.012561151396735,-0.031566330731233,0.00052410637179628,0.013806380595775,0.0063185856791154,3.9894729044976,2.7398032310037,1.0772171014014,-0.0045725982866728,0.0058680858096762,0.002626668415685,6.3949842010181,6.1755311742955,2.2754862953014,-0.0042894282598516,0.0035192150226137,0.0016380252138976,14.427403398004,-12.506458626297,-5.6815749751946,0.0026829435509077,0.0024557144048149,0.0010375895163305,16.807494134795,-22.981085902187,-9.8247343519973,0.0025844702308552,0.0016619163202554,0.00061588902259618,-9.8794559836667,-27.982650748773,-5.7558816222389,0.0030342352453879,-0.001134051854403,-0.0012681009494146,-0.20298127766032,0.87961385120359,0.38183057650733,-0.016692764677852,-0.0034774432063661,-0.0015266681128075,-0.0071310725467938,-0.00265377776212,-0.00092597980798366,5.386844636195e-06,-6.7506862070444e-06,-3.0298267727337e-06,-0.0071310725467938,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.20146450300985,0.88171229396787,0.38249242145161,-0.017139904391116,-0.003185327401764,-0.0013810848052595
2451547,-0.093812307629053,-0.41075642684805,-0.20992759551678,0.022003721926811,-0.0025757220867297,-0.003656809245215,-0.72269528775838,-0.085825665908189,0.0069419781679913,0.0019390760101534,-0.018396078638984,-0.0083985137117247,-0.21856049719071,0.87841830961378,0.38106147880486,-0.017082963347581,-0.0034577050466901,-0.0014988095652967,1.3846277185372,0.026366451500181,-0.025246176781653,0.00037145250812766,0.0138039675348,0.0063216060224209,3.9848954795595,2.7456680020349,1.0798424664697,-0.0045822496153088,0.0058614539757428,0.0026240606968541,6.3906935459439,6.1790492030064,2.2771238834999,-0.0042918816456908,0.0035168421458034,0.001637151067972,14.430086071302,-12.504002677698,-5.680537279282,0.0026824030305142,0.0024561827782125,0.0010378023018328,16.810078513896,-22.979423861253,-9.8241184097017,0.0025842879669277,0.0016621655445836,0.00061599556765138,-9.8764216954431,-27.983784650539,-5.7571496923164,0.0030343411957845,-0.0011337516770789,-0.001268039203462,-0.21961166352693,0.8760479816271,0.38026008477617,-0.016570826824786,-0.0036524854423735,-0.0016133279972307,-0.007125681515445,-0.002660524709441,-0.00092900812892913,5.3952157976343e-06,-6.7432128328632e-06,-3.0268173326597e-06,-0.007125681515445,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.21857326947586,0.87838950874383,0.38105174139918,-0.017076740589603,-0.003460071742302,-0.0015002010311544
2451548,-0.07169298864729,-0.41273640667453,-0.2132781711167,0.022224251311089,-0.0013828400662093,-0.0030424893829339,-0.72047337846128,-0.10418641620462,-0.0014585412499125,0.002504406504323,-0.018323007283931,-0.0084014175279811,-0.23560990625593,0.8748230203079,0.37950307839617,-0.017014921580212,-0.0037326991312112,-0.0016179188882232,1.3849229009973,0.040168582967087,-0.018923350875821,0.00021893724496805,0.013800043985482,0.0063239298018516,3.9803084092196,2.7515261344045,1.0824652207481,-0.004591889086133,0.0058548084897931,0.0026214468371121,6.3864004382128,6.1825648580805,2.2787605972074,-0.0042943335733579,0.0035144677490486,0.0016362762321034,14.432768204034,-12.501546260774,-5.6794993706051,0.0026818624180283,0.0024566510520482,0.0010380150450344,16.812662710719,-22.977761571104,-9.8235023608641,0.0025841056744532,0.0016624147515402,0.00061610210630771,-9.873387301287,-27.984918252126,-5.7584177006419,0.0030344471105148,-0.0011334514964844,-0.0012679774457426,-0.23612885574949,0.87231184369219,0.37860567408208,-0.016466642647831,-0.0038186439366301,-0.0016947311553574,-0.0071202821195246,-0.0026672641965684,-0.00093203344708081,5.4035739818623e-06,-6.7357658056076e-06,-3.0238211877667e-06,-0.0071202821195246,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.23561621179548,0.87479250804481,0.37949217440942,-0.017008259670841,-0.003733743410812,-0.001618852202148
2451549,-0.049385231030733,-0.41351952945854,-0.21600897529194,0.022380497104025,-0.00018222583948229,-0.0024173721681085,-0.71768722190282,-0.12246686371552,-0.0098586426089457,0.0030674956283707,-0.01823548603699,-0.0083976786881278,-0.25258847556395,0.87095328377445,0.37782579525995,-0.016941285787666,-0.0040065758846088,-0.0017365654719614,1.3850656461451,0.053966037344317,-0.012598548924905,6.6581331667917e-05,0.013794614064977,0.0063255583447914,3.9757117053481,2.7573776144707,1.0850853580997,-0.0046015166744719,0.005848149372302,0.0026188268446356,6.3821048792837,6.1860781379981,2.2803964357342,-0.0042967840416051,0.0035120918331903,0.0016354007065831,14.435449796107,-12.499089375627,-5.6784612492061,0.0026813217134705,0.00245711922631,0.0010382277459298,16.815246725235,-22.976099031756,-9.8228862054912,0.0025839233534334,0.0016626639411224,0.00061620863856404,-9.870352801234,-27.986051553531,-5.7596856472039,0.0030345529895792,-0.0011331513126254,-0.0012679156762585,-0.2525513022025,0.86841229700354,0.37687190552646,-0.016381496457725,-0.0039799988516,-0.0017722892498916,-0.0071148743713977,-0.0026739962498016,-0.00093505577573992,5.4119204176483e-06,-6.7283450255225e-06,-3.0208383482454e-06,-0.0071148743713977,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.25258802388589,0.87092240930056,0.37781420494236,-0.01693448402024,-0.0040062529581296,-0.0017369995367356
2451550,-0.026953652476301,-0.41309871935884,-0.21810952664383,0.022471763114879,0.0010248043037957,-0.0017820885080592,-0.71433928370225,-0.1406525993991,-0.018251687438917,0.0036278953608815,-0.01813359853745,-0.0083873064665566,-0.26949061869287,0.86681028847494,0.37603012099687,-0.016862072955234,-0.0042791927922626,-0.0018546913832925,1.385056123655,0.067757310435602,-0.0062724654469907,-8.5594602744187e-05,0.013787682169344,0.0063264931098034,3.9711053798397,2.7632224286121,1.0877028723959,-0.0046111323557005,0.005841476643785,0.0026162007276198,6.3778068706165,6.1895890412408,2.2820313983908,-0.0042992330491849,0.0035097143990703,0.0016345244917029,14.43813084743,-12.496632022355,-5.6774229151273,0.0026807809168614,0.0024575873009862,0.0010384404045134,16.817830557416,-22.974436243227,-9.8222699435892,0.0025837410038702,0.0016629131133277,0.00061631516441926,-9.8673181953197,-27.98718455475,-5.7609535319905,0.0030346588329778,-0.0011328511255078,-0.0012678538950115,-0.2688984088762,0.86435202890618,0.37506186745063,-0.016316005556733,-0.0041408092668062,-0.0018475354129188,-0.0071094582821872,-0.0026807208953251,-0.00093807512821202,5.4202563605468e-06,-6.7209503612983e-06,-3.0178688123978e-06,-0.0071094582821872,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.26948342299759,0.86678041918489,0.37601835615056,-0.016855437917291,-0.004277511351575,-0.0018546044340715
2451551,-0.0044636515517422,-0.41146823108312,-0.21956997351527,0.022497183061366,0.0022369019456998,-0.0011372688309374,-0.71043247600767,-0.15872930365055,-0.026631049246792,0.0041851607274065,-0.018017440000037,-0.0083703155381277,-0.28631077173382,0.86239536599231,0.37411660572983,-0.016777311310931,-0.0045504062998853,-0.0019722375602838,1.3848945237684,0.081540902578862,5.4206563442116e-05,-0.00023757005506168,0.013779252970365,0.0063267356853191,3.9664894446139,2.7690605632281,1.0903177575162,-0.0046207361052419,0.0058347903247984,0.0026135684942787,6.3735064136726,6.1930975662905,2.2836654844879,-0.0043016805948502,0.0035073354475317,0.0016336475877549,14.44081135791,-12.494174201058,-5.6763843684111,0.0026802400282216,0.0024580552760649,0.0010386530207799,16.820414207233,-22.972773205535,-9.8216535751645,0.0025835586257652,0.0016631622681535,0.00061642168387222,-9.8642834835799,-27.988317255781,-5.76222135499,0.0030347646407108,-0.0011325509351375,-0.0012677921020034,-0.28518982722298,0.86012939989292,0.37317705917412,-0.016270028184667,-0.004305456184747,-0.0019221107704399,-0.0071040338617472,-0.0026874381591745,-0.00094109151779432,5.4285830927023e-06,-6.713581646703e-06,-3.0149125648461e-06,-0.0071040338617472,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.28629715160308,0.86236783318027,0.37410518969023,-0.016771147524557,-0.0045474300128694,-0.0019716284904997
2451552,0.018018420072259,-0.40862369300987,-0.22038109916191,0.022455716344964,0.0034526643773469,-0.00048355448602761,-0.70597015426457,-0.17668275781598,-0.034990118901174,0.0047388501684675,-0.017887117090303,-0.0083467259453925,-0.30304340506024,0.85770999146183,0.37208585904927,-0.016687041335444,-0.0048200731110641,-0.0020891442126052,1.3845810571644,0.0953153189203,0.0063807757647159,-0.00038932465329365,0.013769331412261,0.0063262877882769,3.9618639116146,2.7748920047384,1.0929300073484,-0.0046303278985677,0.0058280904359387,0.0026109301528445,6.3692035099145,6.1966037116303,2.2852986933367,-0.004304126677354,0.003504954979419,0.001632769995032,14.443491327456,-12.491715911836,-5.6753456090999,0.0026796990475716,0.0024585231515342,0.0010388655947237,16.822997674658,-22.971109918697,-9.8210371002235,0.0025833762191202,0.001663411405597,0.0006165281969218,-9.8612486660502,-27.989449656619,-5.7634891161906,0.0030348704127784,-0.0011322507415201,-0.0012677302972361,-0.30144465180128,0.85573836961352,0.37121729723407,-0.016242580432036,-0.0044783401602922,-0.0019977332545574,-0.0070986011186362,-0.0026941480672006,-0.00094410495776103,5.4369019226151e-06,-6.7062386770925e-06,-3.0119695746694e-06,-0.0070986011186362,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.30302397927404,0.85768603510442,0.37207530551574,-0.016681640875782,-0.0048159208560479,-0.0020880335160562
2451553,0.040425081352028,-0.40456217305537,-0.22053433865412,0.022346144219187,0.0046706112148663,0.00017839016279942,-0.70095611361926,-0.19449885557689,-0.043322309981617,0.0052885259017385,-0.01774274779023,-0.0083165630610574,-0.31968303594768,0.85275578250232,0.36993855046948,-0.016591316430294,-0.0050880518498648,-0.0022053513864037,1.3841159548266,0.10907906968515,0.012706552595759,-0.00054083816194963,0.013757922708302,0.0063251512627124,3.9572287928103,2.7807167395835,1.0955396157886,-0.0046399077111979,0.0058213769978432,0.0026082857115683,6.364898160806,6.2001074757441,2.2869310242485,-0.0043065712954494,0.0035025729955775,0.0016318917138274,14.446170755975,-12.489257154788,-5.6743066372358,0.0026791579749319,0.0024589909273823,0.0010390781263393,16.825580959662,-22.96944638273,-9.8204205187728,0.0025831937839372,0.0016636605256556,0.00061663470356687,-9.8582137427662,-27.990581757262,-5.7647568155806,0.0030349761491807,-0.0011319505446617,-0.0012676684807114,-0.31768054776053,0.85116854169579,0.36918066002537,-0.016231780874192,-0.0046637492373058,-0.0020761530281718,-0.0070931600600914,-0.0027008506450287,-0.00094711546134685,5.4452141848567e-06,-6.6989212057461e-06,-3.0090397934411e-06,-0.0070931600600914,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.31965870454622,0.85273649659915,0.36992934165777,-0.016586947863222,-0.0050828963252149,-0.0022037815508644
2451554,0.06268754202483,-0.39928226867972,-0.22002180830228,0.022167066499622,0.0058891594455297,0.00084786474889802,-0.69539458496321,-0.21216361419538,-0.051621064088063,0.0058337542780955,-0.017584461254322,-0.0082798575457708,-0.33622424166867,0.84753449640028,0.36767540927249,-0.016490203211462,-0.0053542048578452,-0.0023207996103099,1.3834994679033,0.12283067044499,0.019030849402479,-0.00069209048721279,0.013745032337332,0.0063233280783017,3.9525841001939,2.7865347542246,1.098146576741,-0.0046494755187013,0.0058146500311892,0.0026056351787194,6.3605903678122,6.2036088571165,2.288562476535,-0.0043090144478899,0.003500189496854,0.0016310127444347,14.448849643375,-12.486797930014,-5.6732674528613,0.0026786168103232,0.0024594586035973,0.0010392906156213,16.828164062217,-22.967782597651,-9.8198038308185,0.0025830113202177,0.0016639096283267,0.0006167412038063,-9.8551787137637,-27.991713557707,-5.7660244531481,0.0030350818499181,-0.001131650344568,-0.0012676066524312,-0.33391283863448,0.84640534750675,0.36706348088304,-0.016234825595968,-0.0048657159342043,-0.0021591013000626,-0.0070877106920026,-0.0027075459180145,-0.00095012304172845,5.4535212397062e-06,-6.691628939935e-06,-3.0061231531123e-06,-0.0070877106920026,4.6405354924443e-310,4.9406564584125e-322,4.6405363100396e-310,4.6405363052625e-310,4.6405354926969e-310,-0.33619615677132,0.8475207765815,0.36766797398503,-0.016487100224224,-0.0053482694320136,-0.0023188348813649
