13dx,13dy,13dz
0.00024446793951238,0.00032123781718074,0.00013922690936952
0.0002390831012139,0.00032552803783403,0.00014108795885212
0.00023360907880887,0.0003297400267368,0.00014291510866543
0.00022804716385183,0.00033387219928116,0.00014470767134916
0.00022239868769669,0.00033792298009794,0.00014646496406889
0.00021666501854622,0.00034189080376268,0.00014818630883484
0.00021084755825107,0.00034577411650205,0.00014987103305525
0.00020494773936908,0.00034957137863495,0.00015151847035028
0.00019896702289623,0.00035328106740734,0.00015312796152694
0.00019290689693285,0.00035690167986813,0.00015469885560673
0.00018676887639935,0.00036043173547345,0.00015623051080463
0.0001805545037562,0.00036386977817798,0.0001577222953757
0.00017426535055465,0.00036721437786713,0.00015917358827111
0.0001679030195344,0.00037046413108438,0.00016058377957268
0.00016146914700921,0.00037361766106198,0.00016195227069357
0.00015496540511639,0.00037667361719262,0.00016327847436881
0.00014839350367435,0.00037963067406516,0.00016456181446112
0.00014175519134474,0.00038248753025005,0.00016580172562911
0.00013505225581856,0.00038524290707831,0.00016699765292771
0.00012828652288399,0.00038789554764324,0.0001681490514161
0.0001214598543221,0.00039044421627438,0.00016925538586637
0.00011457414474514,0.00039288769873103,0.00017031613067842
0.00010763131771263,0.00039522480329673,0.00017133077010108
0.00010063332173027,0.00039745436282007,0.00017229879882565
9.3582126893366e-05,0.00039957523754217,0.00017321972294866
8.647972293252e-05,0.00040158631833007,0.00017409306120898
7.9328119166999e-05,0.00040348652975689,0.00017491834630985
7.2129346381011e-05,0.00040527483243802,0.00017569512608191
6.4885460026809e-05,0.0004069502242606,0.00017642296428874
5.7598543844684e-05,0.00040851174043818,0.00017710144097105
5.0270712973699e-05,0.00040995845256495,0.00017773015232615
4.290411578356e-05,0.00041128946714555,0.00017830871025981
3.5500934117083e-05,0.00041250392401471,0.00017883674176079
2.8063381953158e-05,0.00041360099503998,0.0001793138882683
2.0593702780847e-05,0.00041457988336482,0.00017973980517021
1.3094166122052e-05,0.0004154398233172,0.00018011416152659
5.5670636975869e-06,0.00041618008099908,0.00018043664007106
-1.9852943007326e-06,0.00041679995548665,0.00018070693750241
-9.5605824135259e-06,0.00041729878050972,0.0001809247650442
-1.7156462299495e-05,0.00041767592644066,0.0001810898492224
-2.4770584114764e-05,0.00041793080240562,0.00018120193278963
-3.2400586836179e-05,0.00041806285832971,0.00018126077571072
-4.0044097599168e-05,0.00041807158674313,0.00018126615611838
-4.769873024002e-05,0.00041795652420158,0.00018121787114925
-5.5362083320576e-05,0.0004177172522104,0.00018111573757919
-6.303173795208e-05,0.00041735339759336,0.00018095959219978
-7.0705255914016e-05,0.00041686463225381,0.00018074929186832
-7.8380178292536e-05,0.00041625067241126,0.00018048471325393
-8.6054025172144e-05,0.00041551127736898,0.00018016575226958
-9.3724296700848e-05,0.00041464624800325,0.00017979232326858
-0.0001013884755835,0.0004136554252569,0.00017936435815087
-0.00010904403099221,0.00041253868896424,0.00017888180555453
-0.00011668842347934,0.00041129595737924,0.00017834463035758
-0.00012431911009203,0.00040992718770289,0.00017775281369554
-0.00013193354870178,0.00040843237768515,0.00017710635359247
-0.00013952920067695,0.00040681156808486,0.00017640526613782
-0.00014710353143654,0.00040506484551112,0.00017564958697824
-0.00015465400901626,0.00040319234504826,0.00017483937279432
-0.00016217810134955,0.00040119425214113,0.00017397470244367
-0.00016967327328332,0.00039907080346863,0.00017305567756953
-0.00017713698407962,0.0003968222867996,0.00017208242263733
-0.00018456668599032,0.00039444904000058,0.00017105508446502
-0.0001919598243233,0.00039195144949405,0.00016997383139386
-0.00019931383878669,0.0003893299484562,0.00016883885227501
-0.00020662616602796,0.00038658501503841,0.00016765035543601
-0.00021389424301343,0.00038371717083635,0.00016640856776987
-0.00022111551088744,0.00038072697978064,0.0001651137340587
-0.00022828741892278,0.00037761504756517,0.00016376611661026
-0.0002354074282086,0.00037438202167445,0.00016236599524744
-0.00024247301475,0.00037102859200777,0.00016091366765342
-0.00024948167173666,0.00036755549203737,0.00015940945003284
-0.00025643091082717,0.00036396350037382,0.00015785367801169
-0.00026331826240933,0.00036025344255802,0.00015624670766412
-0.00027014127491887,0.00035642619285298,0.00015458891652986
-0.00027689751341708,0.00035248267578247,0.00015288070447239
-0.00028358455774014,0.00034842386715905,0.00015112249423113
-0.00029020000062085,0.00034425079437084,0.00014931473154148
-0.00029674144626202,0.00033996453572471,0.00014745788472262
-0.00030320650977989,0.00033556621886288,0.00014555244376044
-0.00030959281801624,0.00033105701821057,0.00014359891888688
-0.00031589801187415,0.00032643815187194,0.00014159783891021
-0.000322119750093,0.00032171087847555,0.00013954974958885
-0.00032825571406969,0.00031687649455592,0.00013745521236541
-0.00033430361289377,0.00031193633311555,0.00013531480379542
-0.00034026118763975,0.00030689176371246,0.00013312911580959
-0.00034612621417651,0.000301744193967,0.00013089875670402
-0.00035189650417211,0.00029649507200535,0.00012862435255812
-0.0003575699044619,0.00029114588915058,0.0001263065486925
-0.00036314429532358,0.00028569818218305,0.00012394601080901
-0.00036861758835915,0.00028015353468136,0.00012154342558163
-0.00037398772458885,0.00027451357724051,0.00011909950062639
-0.00037925267313754,0.00026877998661601,0.0001166149639138
-0.00038441043082005,0.0002629544838878,0.00011409056270462
-0.00038945902271215,0.00025703883189343,0.00011152706216722
-0.00039439650354556,0.00025103483228961,0.00010892524387873
-0.00039922095994072,0.00024494432244349,0.00010628590431949
-0.00040393051319376,0.0002387691725011,0.0001036098535398
-0.00040852332241448,0.0002325112828947,0.00010089791411788
-0.00041299758773361,0.00022617258252788,9.8150920509577e-05
-0.00041735155329836,0.00021975502781624,9.5369718846994e-05
-0.00042158350977312,0.00021326060266558,9.2555167192365e-05
-0.00042569179611518,0.00020669131934903,8.9708136188194e-05
-0.00042967480045919,0.00020004922011019,8.6829509984676e-05
-0.00043353096005688,0.00019333637918872,8.3920187266939e-05
-0.0004372587603394,0.0001865549048462,8.0981082169862e-05
-0.00044085673330707,0.00017970694092106,7.8013124857501e-05
-0.00044432345557366,0.0001727946674337,7.5017261567945e-05
-0.00044765754648979,0.00016582029986301,7.1994453993585e-05
-0.00045085766681319,0.00015878608690245,6.8945677970167e-05
-0.00045392251835835,0.00015169430679829,6.5871921595517e-05
-0.00045685084488545,0.00014454726269142,6.2774183026304e-05
-0.0004596414342769,0.0001373472777364,5.9653468353404e-05
-0.00046229312168111,0.00013009669086106,5.6510789928021e-05
-0.00046480479307248,0.0001227978539271,5.3347165434148e-05
-0.00046717538856722,0.00011545313072181,5.016361781579e-05
-0.00046940390491673,0.00010806489767468,4.6961175920956e-05
-0.00047148939686378,0.00010063554579742,4.3740875567855e-05
-0.0004734309773366,9.3167483142143e-05,4.0503760692645e-05
-0.00047522781667603,8.5663137089798e-05,3.7250884277307e-05
-0.00047687914121336,7.8124955929959e-05,3.3983308854069e-05
-0.00047838423153584,7.0555409413253e-05,3.0702106490865e-05
-0.00047974242074025,6.2956988160834e-05,2.7408358258763e-05
-0.00048095309290747,5.5332201958302e-05,2.4103153235144e-05
-0.00048201568197395,4.7683577054314e-05,2.0787587131976e-05
-0.00048292967113016,4.0013652712556e-05,1.7462760685982e-05
-0.00048369459281879,3.2324977311426e-05,1.4129777954508e-05
-0.00048431002936157,2.4620104295159e-05,1.0789744650408e-05
-0.00048477561418452,1.6901588412499e-05,7.4437666972016e-06
-0.00048509103354306,9.1719826136316e-06,4.0929491381125e-06
-0.00048525602856868,1.4338359660693e-06,7.3839551711918e-07
-0.00048527039738298,-6.3103071711312e-06,-2.6187922153587e-06
-0.00048513399697635,-1.4057906653986e-05,-5.9775132937312e-06
-0.0004848467445386,-2.1806424902127e-05,-9.3366673427631e-06
-0.00048440861797712,-2.9553324496945e-05,-1.2695153393416e-05
-0.00048381965546385,-3.729606561198e-05,-1.6051868962086e-05
-0.00048307995400357,-4.5032103954235e-05,-1.9405709453191e-05
-0.0004821896671891,-5.275888985079e-05,-2.2755568102939e-05
-0.00048114900247304,-6.0473868939703e-05,-2.6100336590673e-05
-0.00047995821840563,-6.8174484615935e-05,-2.9438906311852e-05
-0.00047861762233048,-7.5858182014388e-05,-3.2770170166341e-05
-0.00047712756895762,-8.3522412955173e-05,-3.6093024595285e-05
-0.00047548846005702,-9.1164641033981e-05,-3.9406371537321e-05
-0.0004737007452727,-9.8782346007908e-05,-4.2709119995099e-05
-0.00047176492379275,-0.00010637302680927,-4.6000187004291e-05
-0.0004696815464556,-0.0001139342028913,-4.92784979505e-05
-0.00046745121781577,-0.00012146341398489,-5.2542986318405e-05
-0.0004650745977598,-0.000128958218647,-5.5792593057546e-05
-0.00046255240240262,-0.00013641619214044,-5.9026265785467e-05
-0.00045988540414532,-0.00014383492419889,-6.2242958032088e-05
-0.00045707443089721,-0.00015121201713919,-6.544162868416e-05
-0.0004541203645565,-0.00015854508466517,-6.8621241731681e-05
-0.00045102413889975,-0.00016583175158302,-7.178076637343e-05
-0.00044778673706308,-0.00017306965453201,-7.4919177491972e-05
-0.00044440918883065,-0.00018025644373365,-7.8035456477887e-05
-0.00044089256796642,-0.0001873897856649,-8.1128592350987e-05
-0.0004372379898549,-0.00019446736646189,-8.4197583094969e-05
-0.00043344660971789,-0.0002014868957364,-8.7241437085939e-05
-0.00042951962164733,-0.00020844611038451,-9.0259174465313e-05
-0.00042545825861229,-0.00021534277790547,-9.3249828296393e-05
-0.00042126379345675,-0.00022217469872998,-9.6212445343469e-05
-0.00041693754069561,-0.0002289397071894,-9.9146086368185e-05
-0.00041248085871803,-0.00023563567098073,-0.00010204982591389
-0.00040789515187267,-0.00024226048929321,-0.00010492275165574
-0.00040318187186172,-0.00024881209005834,-0.00010776396348583
-0.00039834251798843,-0.00025528842699429,-0.00011057257256575
-0.00039337863601918,-0.00026168747716238,-0.00011334770058224
-0.00038829181570321,-0.00026800723963749,-0.00011608847939726
-0.0003830836872607,-0.00027424573565082,-0.00011879405119714
-0.00037775591735945,-0.00028040101024651,-0.0001214635691425
-0.00037231020519013,-0.00028647113518832,-0.00012409619842291
-0.00036674827921501,-0.00029245421261159,-0.00012669111754637
-0.00036107189500889,-0.00029834837880338,-0.00012924751966109
-0.00035528283438235,-0.00030415180751164,-0.00013176461371611
-0.00034938290572506,-0.00030986271232825,-0.00013424162531589
-0.00034337394528017,-0.00031547934791931,-0.00013667779719567
-0.00033725781896365,-0.00032100001008051,-0.00013907238931182
-0.00033103642428289,-0.00032642303479824,-0.00014142467860151
-0.00032471169196535,-0.00033174679659953,-0.00014373395849998
-0.00031828558698133,-0.00033696970652219,-0.00014599953831657
-0.00031176010874956,-0.00034209021002951,-0.00014822074257079
-0.00030513729041004,-0.00034710678516869,-0.0001503969103813
-0.00029841919713203,-0.0003520179412182,-0.00015252739498728
-0.00029160792352156,-0.00035682221802558,-0.00015461156347121
-0.00028470559028293,-0.00036151818617514,-0.00015664879673882
-0.00027771434041013,-0.00036610444805296,-0.00015863848979261
-0.00027063633529867,-0.00037057963976705,-0.00016058005230596
-0.00026347375127977,-0.00037494243373987,-0.00016247290946259
-0.00025622877712439,-0.00037919154163518,-0.00016431650297011
-0.00024890361297158,-0.0003833257171319,-0.00016611029209782
-0.00024150047089599,-0.00038734375801142,-0.0001678537545528
-0.00023402157697261,-0.00039124450711769,-0.00016954638702385
-0.00022646917427505,-0.00039502685196563,-0.00017118770526892
-0.00021884552600115,-0.0003986897231098,-0.00017277724373677
-0.00021115291787188,-0.0004022320916604,-0.00017431455481012
-0.00020339365914446,-0.00040565296650225,-0.00017579920783695
-0.00019557008192739,-0.00040895139178659,-0.00017723078814638
-0.00018768453885787,-0.00041212644514432,-0.00017860889622859
-0.00017973939951799,-0.00041517723687839,-0.00017993314720727
-0.00017173704615447,-0.00041810291018607,-0.00018120317067208
-0.0001636798693454,-0.00042090264228284,-0.00018241861087015
-0.00015557026420132,-0.00042357564616541,-0.00018357912720267
-0.00014741062755541,-0.0004261211726832,-0.00018468439492943
-0.00013920335639572,-0.0004285385125779,-0.00018573410596447
-0.00013095084759129,-0.00043082699819746,-0.00018672796964389
-0.00012265549876089,-0.00043298600466612,-0.00018766571336036
-0.00011431970998721,-0.00043501495039336,-0.00018854708298612
-0.00010594588604762,-0.00043691329689327,-0.00018937184303838
-9.7536438691814e-05,-0.00043868054796944,-0.00019013977656819
-8.9093788640637e-05,-0.00044031624837268,-0.00019085068478478
-8.0620366958772e-05,-0.00044181998207624,-0.00019150438644817
-7.2118615490946e-05,-0.00044319137035373,-0.00019210071708418
-6.3590986179252e-05,-0.00044443006985631,-0.00019263952809778
-5.5039939171442e-05,-0.00044553577090663,-0.00019312068588102
-4.6467939761596e-05,-0.00044650819624067,-0.00019354407103268
-3.7877454407087e-05,-0.00044734710041809,-0.00019390957782144
-2.9270946311111e-05,-0.00044805227006083,-0.00019421711401549
-2.0650871275119e-05,-0.00044862352495725,-0.00019446660115716
-1.2019674610397e-05,-0.00044906071988524,-0.00019465797527657
-3.3797897996957e-06,-0.00044936374680318,-0.00019479118792388
5.2663607678083e-06,-0.00044953253690013,-0.00019486620729077
1.3916363264976e-05,-0.00044956706201101,-0.00019488301914855
2.2567808836804e-05,-0.00044946733505935,-0.00019484162737336
3.1218289879287e-05,-0.00044923340941477,-0.00019474205392888
3.9865397164607e-05,-0.00044886537736087,-0.00019458433833045
4.8506718385521e-05,-0.00044836336798253,-0.00019436853670791
5.7139838358644e-05,-0.00044772754486273,-0.00019409472065268
6.5762340774378e-05,-0.00044695810394034,-0.00019376297604364
7.4371811130569e-05,-0.00044605527179545,-0.00019337340202132
8.2965840365601e-05,-0.0004450193045297,-0.00019292611023607
9.1542028655467e-05,-0.00044385048731055,-0.00019242122444531
0.00010009798888522,-0.00044254913455857,-0.00019185888048119
0.00010863134939132,-0.00044111559068377,-0.00019123922656125
0.00011713975569749,-0.00043955023122105,-0.00019056242387382
0.00012562087112244,-0.00043785346418124,-0.00018982864733974
0.00013407237627749,-0.00043602573141929,-0.00018903808643397
0.00014249196760963,-0.00043406750982811,-0.00018819094594803
0.00015087735525088,-0.00043197931218614,-0.00018728744658056
0.00015922626048759,-0.00042976168754177,-0.00018632782527286
0.00016753641328304,-0.00042741522098055,-0.00018531233518873
0.00017580555014318,-0.00042494053282366,-0.00018424124535377
0.00018403141278023,-0.0004223382771919,-0.00018311483991357
0.00019221174791084,-0.00041960914003153,-0.00018193341706299
0.00020034430834492,-0.00041675383682943,-0.00018069728778383
0.00020842685544775,-0.00041377311027674,-0.00017940677454442
0.00021645716277197,-0.00041066772826387,-0.00017806221019037
0.00022443302030517,-0.00040743848263897,-0.00017666393727778
0.00023235223851248,-0.00040408618906251,-0.00017521230803769
0.00024021265129726,-0.00040061168804834,-0.00017370768501662
0.00024801211720182,-0.00039701584697444,-0.00017215044225644
0.00025574851862342,-0.00039329956256506,-0.00017054096671842
0.00026341975939481,-0.00038946376320503,-0.00016887965958134
0.00027102376153143,-0.00038550941051557,-0.0001671669370942
0.00027855846192315,-0.00038143749992525,-0.00016540323084349
0.0002860218096632,-0.00037724906018366,-0.00016358898742269
0.00029341176459008,-0.00037294515192443,-0.00016172466758396
0.00030072629702871,-0.00036852686562261,-0.00015981074508187
0.00030796338876271,-0.00036399531923104,-0.00015784770537944
0.00031512103497777,-0.00035935165582124,-0.00015583604440542
0.000322197246865,-0.00035459704150465,-0.00015377626751273
0.00032919005452958,-0.00034973266385652,-0.00015166888875218
0.00033609750984853,-0.00034475973099668,-0.00014951443053168
0.00034291768895123,-0.00033967947140534,-0.00014731342368185
0.00034964869405463,-0.00033449313446809,-0.00014506640790229
0.00035628865446935,-0.00032920199166209,-0.00014277393251827
0.00036283572669382,-0.00032380733821591,-0.00014043655743606
0.00036928809361503,-0.00031831049501274,-0.00013805485416157
0.00037564396294798,-0.00031271281046341,-0.00013562940673068
0.00038190156513684,-0.00030701566205349,-0.00013316081239984
0.00038805915102558,-0.00030122045727998,-0.0001306496819668
0.00039411498966235,-0.00029532863371229,-0.00012809663960761
0.00040006736663711,-0.00028934165808314,-0.00012550232222608
0.00040591458333306,-0.00028326102427345,-0.00012286737828432
0.00041165495738849,-0.00027708825045958,-0.00012019246630213
0.00041728682445696,-0.00027082487583585,-0.00011747825326502
0.00042280854110899,-0.00026447245745931,-0.00011472541322466
0.0004282184883807,-0.00025803256796297,-0.00011193462644055
0.00043351507523082,-0.00025150679471586,-0.00010910657928764
0.00043869674116082,-0.00024489674061645,-0.00010624196494091
0.00044376195749396,-0.00023820402626451,-0.00010334148463548
0.00044870922718399,-0.00023143029290773,-0.00010040584916382
0.00045353708340823,-0.00022457720541391,-9.743578023913e-05
0.0004582440874466,-0.00021764645459921,-9.4432011430834e-05
0.00046282882639154,-0.00021063975851843,-9.1395288536134e-05
0.00046728991111405,-0.00020355886262746,-8.8326369399372e-05
0.00047162597482198,-0.00019640553881139,-8.522602322425e-05
0.00047583567238751,-0.00018918158348835,-8.2095029515561e-05
0.00047991768042421,-0.00018188881518078,-7.89341768615e-05
0.00048387069813927,-0.00017452907174331,-7.5744261652577e-05
0.00048769344880262,-0.00016710420765509,-7.2526086925762e-05
0.00049138468167853,-0.00015961609166393,-6.9280461453491e-05
0.00049494317421117,-0.00015206660505962,-6.6008199179179e-05
0.0004983677342329,-0.00014445764078463,-6.271011906267e-05
0.00050165720195616,-0.00013679110349751,-5.9387045349357e-05
0.00050481045152723,-0.00012906891058784,-5.6039808224495e-05
0.00050782639196179,-0.00012129299400909,-5.2669244757109e-05
0.00051070396734992,-0.00011346530267098,-4.9276199992176e-05
0.00051344215630422,-0.00010558780501346,-4.5861528013946e-05
0.00051603997072927,-9.7662491324924e-05,-4.2426092790371e-05
0.0005184964540956,-8.9691375332879e-05,-3.8970768618973e-05
0.00052081067950335,-8.1676494665284e-05,-3.5496440038529e-05
0.00052298174789972,-7.3619909912503e-05,-3.2004001146779e-05
0.00052500878685702,-6.5523702263759e-05,-2.8494354375963e-05
0.00052689095023378,-5.7389969996269e-05,-2.4968408894543e-05
0.0005286274189675,-4.9220824441476e-05,-2.1427078940151e-05
0.0005302174029229,-4.1018386236491e-05,-1.7871282417037e-05
0.00053166014349329,-3.2784782671769e-05,-1.4301940056805e-05
0.00053295491646302,-2.4522146691353e-05,-1.0719975307882e-05
0.00053410103455996,-1.6232617635725e-05,-7.1263149080125e-06
0.00053509784926832,-7.9183433565611e-06,-3.5218899263056e-06
0.00053594475169938,4.1851692711425e-07,9.2363014125851e-08
0.00053664117253806,8.7757897206941e-06,3.715500616952e-06
0.0005371865812441,1.7151284882444e-05,7.3465721055488e-06
0.00053758048476889,2.5542794161781e-05,1.0984618843635e-05
0.00053782242606045,3.3948090813141e-05,1.4628674408157e-05
0.00053791198259479,4.2364930295746e-05,1.8277765080343e-05
0.00053784876512851,5.079105195549e-05,2.1930910687806e-05
0.00053763241684994,5.922418146298e-05,2.5587125681181e-05
0.00053726261304651,6.7662033727656e-05,2.9245420325841e-05
0.0005367390613512,7.6102316004523e-05,3.2904801897327e-05
0.00053606150261104,8.4542730796167e-05,3.6564275725848e-05
0.00053522971232933,9.298097821675e-05,4.0222845983207e-05
0.00053424350256948,0.00010141475750314,4.3879516109124e-05
0.0005331027241286,0.00010984176744799,4.7533288824952e-05
0.00053180726872437,0.00011825970568358,5.1183165735158e-05
0.00053035707090199,0.00012666626692825,5.4828146590247e-05
0.00052875210937389,0.00013505914049949,5.8467228343517e-05
0.00052699240756471,0.00014343600756372,6.2099404188332e-05
0.00052507803324292,0.00015179453869552,6.5723662781625e-05
0.00052300909727421,0.00016013239231982,6.9338987846668e-05
0.00052078575170039,0.00016844721449127,7.2944358292248e-05
0.00051840818751142,0.00017673664023954,7.6538748894295e-05
0.00051587663258457,0.00018499829637897,8.0121131469491e-05
0.00051319135027367,0.00019322980534653,8.3690476356091e-05
0.00051035263901344,0.00020142878936036,8.7245753939424e-05
0.00050736083308756,0.00020959287411892,9.0785935947746e-05
0.00050421630442127,0.00021771969136708,9.4309996303554e-05
0.00050091946504316,0.00022580687999785,9.781691144195e-05
0.00049747076974604,0.00023385208571114,0.000101305660131
0.00049387071849016,0.00024185295954493,0.0001047752229294
0.00049011985821368,0.00024980715577472,0.00010822458146148
0.00048621878386312,0.00025771232968719,0.00011165271768709
0.00048216813859459,0.00026556613566298,0.0001150586133094
0.00047796861320581,0.00027336622588847,0.00011844124942012
0.00047362094492887,0.00028111024989608,0.00012179960643871
0.00046912591576287,0.00028879585502184,0.00012513266436748
0.00046448435056035,0.00029642068777813,0.00012843940335072
0.00045969711510885,0.00030398239604668,0.0001317188045053
0.00045476511447473,0.00031147863191405,0.00013496985095973
0.00044968929187073,0.00031890705487481,0.00013819152900996
0.00044447062828323,0.00032626533505264,0.00014138282927817
0.00043911014303155,0.00033355115603673,0.00014454274774572
0.00043360889527067,0.0003407622169469,0.00014767028652979
0.0004279679863074,0.00034789623341536,0.00015076445430273
0.00042218856239307,0.00035495093735349,0.00015382426630678
0.00041627181751813,0.00036192407561297,0.00015684874399252
0.0004102189956775,0.00036881340787742,0.00015983691438698
0.0004040313921333,0.00037561670430797,0.00016278780935786
0.00039771035337566,0.00038233174354696,0.00016570046497189
0.00039125727573996,0.00038895631162172,0.00016857392113157
0.00038467360291039,0.00039548820211432,0.00017140722162101
0.00037796082278996,0.000401925217695,0.00017419941461067
0.00037112046434418,0.00040826517283654,0.00017694955357855
0.00036415409503654,0.00041450589727943,0.00017965669851977
0.00035706331932595,0.00042064523967977,0.00018231991726569
0.00034984977844921,0.00042668107089106,0.00018493828672711
0.00034251515143713,0.00043261128644945,0.000187510893909
0.00033506115707893,0.00043843380804387,0.00019003683660326
0.00032748955640738,0.00044414658396585,0.00019251522373884
0.00031980215525707,0.00044974758870797,0.0001949451754239
0.0003120008064903,0.00045523482197118,0.0001973258227527
0.00030408741158061,0.00046060630738332,0.00019965630746646
0.00029606392135295,0.00046586009121552,0.00020193578156044
0.0002879323357825,0.00047099424134928,0.00020416340692411
0.00027969470284162,0.00047600684670523,0.00020633835509251
0.00027135311647886,0.0004808960172939,0.0002084598071776
0.0002629097139063,0.00048565988499938,0.00021052695403811
0.00025436667247458,0.0004902966051385,0.00021253899672874
0.00024572620651986,0.00049480435874788,0.00021449514724398
0.0002369905646491,0.00049918135543953,0.00021639462953188
0.00022816202794773,0.00050342583653895,0.00021823668070253
0.00021924290950437,0.00050753607811355,0.00022002055230089
0.00021023555541821,0.0005115103934536,0.00022174551147527
0.00020114234713686,0.00051534713464546,0.00022341084187355
0.00019196570462987,0.00051904469302849,0.00022501584413445
0.00018270808965237,0.00052260149859557,0.00022655983593167
0.00017337200830325,0.00052601601862617,0.00022804215162522
0.00016396001224184,0.00052928675600111,0.00022946214165809
0.00015447469823104,0.00053241224769879,0.00023081917188821
0.00014491870603384,0.00053539106389583,0.00023211262304682
0.00013529471502505,0.00053822180794072,0.00023334189047854
0.00012560544009976,0.00054090311728236,0.00023450638425447
0.00011585362754263,0.00054343366525383,0.00023560552967708
0.00010604205147569,0.00054581216347374,0.00023663876812538
9.6173511342501e-05,0.00054803736454923,0.00023760555813709
8.6250830655166e-05,0.00055010806475381,0.00023850537659562
7.6276857000179e-05,0.00055202310640295,0.00023933771988827
6.6254463109594e-05,0.00055378137972442,0.00024010210491969
5.6186548644477e-05,0.00055538182412002,0.00024079806989629
4.6076042333087e-05,0.00055682342880561,0.00024142517483623
3.5925904010137e-05,0.00055810523287741,0.00024198300178896
2.5739126235047e-05,0.00055922632490583,0.00024247115478148
1.5518735185571e-05,0.00056018584218478,0.00024288925952839
5.2677905579834e-06,0.00056098296979681,0.00024323696296721
-5.0106156610497e-06,0.00056161693966724,0.00024351393269963
-1.5313361593661e-05,0.00056208702980107,0.00024371985644053
-2.5637298952441e-05,0.00056239256391201,0.00024385444159688
-3.5979257326568e-05,0.00056253291164713,0.00024391741510962
-4.6336048777018e-05,0.00056250748956003,0.0002439085236784
-5.6704472063629e-05,0.00056231576287764,0.00024382753443965
-6.7081315782813e-05,0.00056195724794187,0.00024367423608097
-7.746335981218e-05,0.0005614315150189,0.00024344844025991
-8.7847374822592e-05,0.00056073819101694,0.00024314998308853
-9.8230120155418e-05,0.00055987696164271,0.00024277872640575
-0.0001086083408004,0.00055884757264804,0.00024233455860163
-0.00011897876436862,0.00055764983001833,0.00024181739486073
-0.00012933809901083,0.00055628359923801,0.00024122717684931
-0.00013968303282896,0.00055474880390968,0.00024056387197523
-0.00015001023501182,0.00055304542410542,0.00023982747242483
-0.00016031635854308,0.00055117349481484,0.00023901799419367
-0.00017059804408848,0.00054913310478485,0.00023813547630044
-0.00018085192451778,0.00054692439594589,0.0002371799803203
-0.0001910746294943,0.00054454756351155,0.00023615159030924
-0.0002012627896214,0.00054200285673456,0.00023505041312699
-0.00021141303975258,0.00053929058021873,0.00023387657910799
-0.00022152202123871,0.00053641109562308,0.000232630242987
-0.00023158638304288,0.00053336482355937,0.00023131158495918
-0.00024160278181207,0.00053015224547492,0.00022992081174458
-0.00025156788110814,0.00052677390532263,0.00022845815753333
-0.00026147835009405,0.00052323041084362,0.00022692388470277
-0.00027133086198705,0.00051952243434478,0.000225318284232
-0.00028112209270481,0.00051565071281301,0.00022364167572708
-0.00029084871995122,0.00051161604741323,0.00022189440708562
-0.00030050742316312,0.00050741930229553,0.00022007685377201
-0.00031009488460521,0.00050306140279782,0.00021818941776947
-0.00031960779172968,0.00049854333328098,0.00021623252635816
-0.00032904284085156,0.00049386613486213,0.00021420663088556
-0.00033839674190184,0.00048903090345381,0.00021211220576545
-0.00034766622370164,0.00048403878858183,0.00020994974796082
-0.00035684803893676,0.0004788909933528,0.00020771977713116
-0.00036593896797787,0.00047358877569115,0.00020542283646799
-0.00037493582090475,0.00046813345062091,0.00020305949405139
-0.00038383543754561,0.00046252639305588,0.0002006303443986
-0.00039263468591899,0.0004567690403835,0.00019813600980575
-0.00040133045991553,0.00045086289419427,0.00019557714115045
-0.00040991967702175,0.00044480952083981,0.00019295441802195
-0.00041839927678866,0.00043861055074901,0.00019026854818727
-0.00042676622061011,0.00043226767662774,0.00018752026650787
-0.00043501749276798,0.0004257826509424,0.00018471033354683
-0.00044315010273366,0.00041915728302888,0.00018183953406953
-0.00045116108841581,0.00041239343621247,0.00017890867564097
-0.00045904751999892,0.00040549302525927,0.00017591858747823
-0.00046680650399111,0.00039845801440619,0.00017287011966427
-0.00047443518710977,0.00039129041613029,0.00016976414277581
-0.00048193075969405,0.00038399229071606,0.00016660154792414
-0.00048929045840396,0.00037656574659028,0.00016338324715603
-0.00049651156806441,0.00036901294129732,0.00016011017412321
-0.00050359142261092,0.00036133608291877,0.00015678328489638
-0.00051052740518975,0.0003535374316781,0.00015340355878191
-0.00051731694755031,0.00034561930144394,0.00014997199899597
-0.00052395752894729,0.00033758406082174,0.00014648963305497
-0.00053044667482782,0.00032943413354647,0.00014295751276339
-0.00053678195563012,0.00032117199788939,0.00013937671369441
-0.00054296098606588,0.00031280018498669,0.00013574833417251
-0.00054898142523141,0.00030432127591162,0.00013207349371475
-0.0005548409778674,0.00029573789776993,0.00012835333113081
-0.00056053739688999,0.00028705271926921,0.00012458900252704
-0.00056606848708007,0.00027826844635848,0.0001207816795078
-0.00057143210948141,0.00026938781881281,0.00011693254795225
-0.0005766261857667,0.0002604136084704,0.00011304280761548
-0.00058164870177407,0.00025134861937104,0.00010911367256561
-0.00058649770964114,0.00024219568950723,0.00010514637223052
-0.00059117132835612,0.00023295769346354,0.00010114215267037
-0.00059566774296443,0.00022363754502963,9.7102277657357e-05
-0.00059998520295607,0.00021423819897348,9.3028029240549e-05
-0.00060412202042198,0.00020476265151192,8.892070765798e-05
-0.00060807656844214,0.00019521393940503,8.4781630634356e-05
-0.00061184728005548,0.00018559513770333,8.0612132131841e-05
-0.00061543264799441,0.00017590935642708,7.6413560718858e-05
